,predicted_mean
2025-02-24,4.64e-322
2025-02-25,7.5e-322
2025-02-26,9.7e-322
2025-02-27,1.166e-321
2025-02-28,1.3e-321
2025-03-01,1.44e-321
2025-03-02,1.54e-321
2025-03-03,1.635e-321
2025-03-04,1.71e-321
2025-03-05,1.774e-321
2025-03-06,1.83e-321
2025-03-07,1.877e-321
2025-03-08,1.91e-321
2025-03-09,1.947e-321
2025-03-10,1.976e-321
2025-03-11,1.996e-321
2025-03-12,2.016e-321
2025-03-13,2.03e-321
2025-03-14,2.045e-321
2025-03-15,2.06e-321
2025-03-16,2.075e-321
2025-03-17,2.09e-321
2025-03-18,2.105e-321
2025-03-19,2.12e-321
2025-03-20,2.134e-321
2025-03-21,2.15e-321
2025-03-22,2.164e-321
2025-03-23,2.18e-321
2025-03-24,2.194e-321
2025-03-25,2.21e-321
