,predicted_mean
2025-02-24,-2.8998895810921203e-55
2025-02-25,-5.474091445890891e-55
2025-02-26,-6.601420997710075e-55
2025-02-27,-8.429602347725913e-55
2025-02-28,-9.147668270066066e-55
2025-03-01,-9.895962973617349e-55
2025-03-02,-1.0495752351236394e-54
2025-03-03,-1.0864093155947208e-54
2025-03-04,-1.1210179424538718e-54
2025-03-05,-1.1436176735580774e-54
2025-03-06,-1.1616360055138386e-54
2025-03-07,-1.1756320712525224e-54
2025-03-08,-1.185579724438939e-54
2025-03-09,-1.1935457508556016e-54
2025-03-10,-1.1993696611155177e-54
2025-03-11,-1.2038054113828813e-54
2025-03-12,-1.2071955389851673e-54
2025-03-13,-1.20971418056747e-54
2025-03-14,-1.2116461542506017e-54
2025-03-15,-1.2130960631876698e-54
2025-03-16,-1.2141926395039297e-54
2025-03-17,-1.2150247792252662e-54
2025-03-18,-1.2156508746944553e-54
2025-03-19,-1.2161258834701741e-54
2025-03-20,-1.2164844552028576e-54
2025-03-21,-1.2167554601777494e-54
2025-03-22,-1.2169605827906964e-54
2025-03-23,-1.2171154575763151e-54
2025-03-24,-1.2172326404319712e-54
2025-03-25,-1.2173212065140084e-54
