,predicted_mean
2025-02-24,-2.643674420596647e-155
2025-02-25,-3.792817818449329e-155
2025-02-26,-5.652254273367371e-155
2025-02-27,-6.902455055053926e-155
2025-02-28,-8.639346449564072e-155
2025-03-01,-9.69939861997065e-155
2025-03-02,-1.107077985374558e-154
2025-03-03,-1.2013810581853125e-154
2025-03-04,-1.3118425573589818e-154
2025-03-05,-1.3902854346877549e-154
2025-03-06,-1.4790766186457266e-154
2025-03-07,-1.5449114527665505e-154
2025-03-08,-1.616081335050012e-154
2025-03-09,-1.6707309989926685e-154
2025-03-10,-1.7280637911990662e-154
2025-03-11,-1.773299111158379e-154
2025-03-12,-1.8195112793399016e-154
2025-03-13,-1.8568535912729663e-154
2025-03-14,-1.8941895843787652e-154
2025-03-15,-1.924940313496369e-154
2025-03-16,-1.95514812441149e-154
2025-03-17,-1.980429666990519e-154
2025-03-18,-2.0049031512356545e-154
2025-03-19,-2.0256572575497297e-154
2025-03-20,-2.0455074316273803e-154
2025-03-21,-2.0625254031830912e-154
2025-03-22,-2.0786406175233992e-154
2025-03-23,-2.0925817150070368e-154
2025-03-24,-2.1056750610688028e-154
2025-03-25,-2.1170867038459902e-154
