,predicted_mean
2025-02-24,2.0445456678211662e-117
2025-02-25,1.6844909559146587e-117
2025-02-26,1.7993144153696473e-117
2025-02-27,1.799717512244012e-117
2025-02-28,1.8967042078278802e-117
2025-03-01,2.0757213944022e-117
2025-03-02,2.014885213865378e-117
2025-03-03,2.0666050403618638e-117
2025-03-04,2.0939017499486612e-117
2025-03-05,2.121890322257442e-117
2025-03-06,2.1358569492385825e-117
2025-03-07,2.139316466467019e-117
2025-03-08,2.154013452577663e-117
2025-03-09,2.16065433247663e-117
2025-03-10,2.1659918394923325e-117
2025-03-11,2.169506981422799e-117
2025-03-12,2.172762251899115e-117
2025-03-13,2.175812131827402e-117
2025-03-14,2.177453668426035e-117
2025-03-15,2.178922529297743e-117
2025-03-16,2.180068576731227e-117
2025-03-17,2.1810067404933883e-117
2025-03-18,2.181696770325539e-117
2025-03-19,2.182190103663087e-117
2025-03-20,2.1826122951784314e-117
2025-03-21,2.1829315666692843e-117
2025-03-22,2.183176656749973e-117
2025-03-23,2.183361509598013e-117
2025-03-24,2.1835062277287873e-117
2025-03-25,2.1836208787646014e-117
