,predicted_mean
2025-02-24,7.7e-322
2025-02-25,1.176e-321
2025-02-26,1.176e-321
2025-02-27,1.215e-321
2025-02-28,1.2e-321
2025-03-01,1.285e-321
2025-03-02,1.265e-321
2025-03-03,1.28e-321
2025-03-04,1.275e-321
2025-03-05,1.29e-321
2025-03-06,1.28e-321
2025-03-07,1.285e-321
2025-03-08,1.285e-321
2025-03-09,1.29e-321
2025-03-10,1.29e-321
2025-03-11,1.29e-321
2025-03-12,1.29e-321
2025-03-13,1.29e-321
2025-03-14,1.29e-321
2025-03-15,1.29e-321
2025-03-16,1.29e-321
2025-03-17,1.29e-321
2025-03-18,1.29e-321
2025-03-19,1.29e-321
2025-03-20,1.29e-321
2025-03-21,1.29e-321
2025-03-22,1.29e-321
2025-03-23,1.29e-321
2025-03-24,1.29e-321
2025-03-25,1.29e-321
