,predicted_mean
2025-02-24,-5.242010775991593e-37
2025-02-25,-6.7537505438895345e-37
2025-02-26,-8.275128200411796e-37
2025-02-27,-9.371529329094825e-37
2025-02-28,-1.0444137217243592e-36
2025-03-01,-1.1226418811826853e-36
2025-03-02,-1.185236857250613e-36
2025-03-03,-1.2349655423401321e-36
2025-03-04,-1.2752165785489103e-36
2025-03-05,-1.307193099387625e-36
2025-03-06,-1.3326868093407034e-36
2025-03-07,-1.353032221593459e-36
2025-03-08,-1.3692868092301503e-36
2025-03-09,-1.382258510781451e-36
2025-03-10,-1.39261045622246e-36
2025-03-11,-1.4008729995054016e-36
2025-03-12,-1.4074683782049937e-36
2025-03-13,-1.4127326203464418e-36
2025-03-14,-1.4169343246297363e-36
2025-03-15,-1.4202880013111896e-36
2025-03-16,-1.422964826134965e-36
2025-03-17,-1.4251013948528311e-36
2025-03-18,-1.4268067423501623e-36
2025-03-19,-1.4281679028929929e-36
2025-03-20,-1.4292543437936615e-36
2025-03-21,-1.4301215108163284e-36
2025-03-22,-1.4308136593593019e-36
2025-03-23,-1.4313661130642269e-36
2025-03-24,-1.4318070662648392e-36
2025-03-25,-1.4321590228559163e-36
