,predicted_mean
2025-02-24,-1.069071829323622e-126
2025-02-25,-2.6446781296164932e-126
2025-02-26,-2.6927200795597148e-126
2025-02-27,-2.7288440464102257e-126
2025-02-28,-2.7742860458847263e-126
2025-03-01,-2.8268438741355593e-126
2025-03-02,-2.8667082522692327e-126
2025-03-03,-2.8706729358745264e-126
2025-03-04,-2.873660316550617e-126
2025-03-05,-2.8763583675127048e-126
2025-03-06,-2.8783884272840936e-126
2025-03-07,-2.8795094186731716e-126
2025-03-08,-2.8797437307554125e-126
2025-03-09,-2.8799088749538506e-126
2025-03-10,-2.8800299641113292e-126
2025-03-11,-2.8801039458656507e-126
2025-03-12,-2.880139703323081e-126
2025-03-13,-2.880151513857675e-126
2025-03-14,-2.8801592336202342e-126
2025-03-15,-2.8801641651429135e-126
2025-03-16,-2.8801668653062804e-126
2025-03-17,-2.880168136803324e-126
2025-03-18,-2.8801686790900512e-126
2025-03-19,-2.880169010806402e-126
2025-03-20,-2.880169204517825e-126
2025-03-21,-2.880169305276723e-126
2025-03-22,-2.8801693537396458e-126
2025-03-23,-2.8801693772368624e-126
2025-03-24,-2.8801693908762437e-126
2025-03-25,-2.8801693984121973e-126
