,predicted_mean
2025-02-24,0.31219469852013315
2025-02-25,0.3110131130189905
2025-02-26,0.3097307020077567
2025-02-27,0.30840733380900165
2025-02-28,0.3071368855452255
2025-03-01,0.3059815693642826
2025-03-02,0.3049995447115964
2025-03-03,0.3042254783106457
2025-03-04,0.30368006405946885
2025-03-05,0.303366263614154
2025-03-06,0.3032737371606721
2025-03-07,0.3033798649486789
2025-03-08,0.3036533028015404
2025-03-09,0.30405659833638793
2025-03-10,0.30454937823688166
2025-03-11,0.30509101887850365
2025-03-12,0.30564314566353384
2025-03-13,0.3061716023410132
2025-03-14,0.3066479633038687
2025-03-15,0.3070504913293505
2025-03-16,0.3073645885693712
2025-03-17,0.30758275967479337
2025-03-18,0.3077041606760335
2025-03-19,0.3077338076412035
2025-03-20,0.30768153791618996
2025-03-21,0.3075608155321028
2025-03-22,0.30738747227850205
2025-03-23,0.3071784670172337
2025-03-24,0.30695073491401376
2025-03-25,0.30672018352474306
