,predicted_mean
2025-02-24,6.23e-322
2025-02-25,6.23e-322
2025-02-26,6.23e-322
2025-02-27,6.23e-322
2025-02-28,6.23e-322
2025-03-01,6.23e-322
2025-03-02,6.23e-322
2025-03-03,6.23e-322
2025-03-04,6.23e-322
2025-03-05,6.23e-322
2025-03-06,6.23e-322
2025-03-07,6.23e-322
2025-03-08,6.23e-322
2025-03-09,6.23e-322
2025-03-10,6.23e-322
2025-03-11,6.23e-322
2025-03-12,6.23e-322
2025-03-13,6.23e-322
2025-03-14,6.23e-322
2025-03-15,6.23e-322
2025-03-16,6.23e-322
2025-03-17,6.23e-322
2025-03-18,6.23e-322
2025-03-19,6.23e-322
2025-03-20,6.23e-322
2025-03-21,6.23e-322
2025-03-22,6.23e-322
2025-03-23,6.23e-322
2025-03-24,6.23e-322
2025-03-25,6.23e-322
