,predicted_mean
2025-02-24,-3.567374135896043e-34
2025-02-25,-2.4453786902668636e-34
2025-02-26,-3.3610071970320955e-34
2025-02-27,-4.754282787035075e-34
2025-02-28,-4.188151200603165e-34
2025-03-01,-5.403047858002993e-34
2025-03-02,-5.6442485353176535e-34
2025-03-03,-5.667096046935888e-34
2025-03-04,-6.4645427558027105e-34
2025-03-05,-6.394328242580792e-34
2025-03-06,-6.709122881654444e-34
2025-03-07,-7.06216693761469e-34
2025-03-08,-7.034530109963154e-34
2025-03-09,-7.352102227549074e-34
2025-03-10,-7.4602405956316915e-34
2025-03-11,-7.526589784847045e-34
2025-03-12,-7.732344910431407e-34
2025-03-13,-7.761774522372472e-34
2025-03-14,-7.865460389915784e-34
2025-03-15,-7.967391298704563e-34
2025-03-16,-7.992980260181246e-34
2025-03-17,-8.082721776303388e-34
2025-03-18,-8.126416594219985e-34
2025-03-19,-8.161063848490257e-34
2025-03-20,-8.21943387879711e-34
2025-03-21,-8.241017309529632e-34
2025-03-22,-8.275998939136898e-34
2025-03-23,-8.308061894955522e-34
2025-03-24,-8.324166215134186e-34
2025-03-25,-8.351531180534832e-34
