,predicted_mean
2025-02-24,6.496166738476965e-139
2025-02-25,7.343129016312014e-139
2025-02-26,9.384676545827776e-139
2025-02-27,1.1268222226922925e-138
2025-02-28,1.304332200858535e-138
2025-03-01,1.4738914354390428e-138
2025-03-02,1.6163480230833974e-138
2025-03-03,1.7560172817732723e-138
2025-03-04,1.8834121390905874e-138
2025-03-05,2.001137267037308e-138
2025-03-06,2.1098047500025174e-138
2025-03-07,2.2099449990173122e-138
2025-03-08,2.3026939572708194e-138
2025-03-09,2.3882212069446516e-138
2025-03-10,2.4672229348155403e-138
2025-03-11,2.5401748794623213e-138
2025-03-12,2.6075422124690997e-138
2025-03-13,2.6697585663985635e-138
2025-03-14,2.72720779466274e-138
2025-03-15,2.78026150132273e-138
2025-03-16,2.8292540218405816e-138
2025-03-17,2.874496573234681e-138
2025-03-18,2.9162761860592663e-138
2025-03-19,2.954857747284588e-138
2025-03-20,2.9904862511046844e-138
2025-03-21,3.023387622839084e-138
2025-03-22,3.0537706362156624e-138
2025-03-23,3.081828047865556e-138
2025-03-24,3.10773786473297e-138
2025-03-25,3.1316644740322785e-138
