,predicted_mean
2025-02-24,-1.6605127870897477e-39
2025-02-25,1.3357399213834828e-38
2025-02-26,3.0577613971906597e-38
2025-02-27,3.327757660945634e-38
2025-02-28,3.726321543463495e-38
2025-03-01,4.066859687486428e-38
2025-03-02,4.5300809766078305e-38
2025-03-03,4.763147187698707e-38
2025-03-04,4.940859768697828e-38
2025-03-05,5.086166553020919e-38
2025-03-06,5.223751970867747e-38
2025-03-07,5.326073109818067e-38
2025-03-08,5.40028101222542e-38
2025-03-09,5.459998919933613e-38
2025-03-10,5.509289059717154e-38
2025-03-11,5.548753651398095e-38
2025-03-12,5.578780364285262e-38
2025-03-13,5.602482253548651e-38
2025-03-14,5.621428641689379e-38
2025-03-15,5.636559996695476e-38
2025-03-16,5.648402823632464e-38
2025-03-17,5.657717811490738e-38
2025-03-18,5.665101854154833e-38
2025-03-19,5.670961843735278e-38
2025-03-20,5.675587388110635e-38
2025-03-21,5.679233143555608e-38
2025-03-22,5.682115609336358e-38
2025-03-23,5.684396858776302e-38
2025-03-24,5.686200209043426e-38
2025-03-25,5.687624058307612e-38
