Date,RF_Forecast
2023-07-11,2.1007548724999996
2023-07-12,5.776963953000002
2023-07-13,6.846920276000003
2023-07-14,7.643966327000004
2023-07-15,6.767409708
2023-07-16,7.989965330000002
2023-07-17,7.206091258
2023-07-18,7.925538540999998
2023-07-19,10.891410211999998
2023-07-20,10.986273218999997
2023-07-21,11.446221254
2023-07-22,11.563037721
2023-07-23,11.281943481
2023-07-24,11.857602824999999
2023-07-25,3.9101704035000004
2023-07-26,6.730521962
2023-07-27,7.777360113000006
2023-07-28,7.101282034000002
2023-07-29,7.002386693999994
2023-07-30,10.759151596999997
2023-07-31,7.138707480000009
2023-08-01,10.229669357999999
2023-08-02,9.133936547000005
2023-08-03,11.080300162999993
2023-08-04,10.868560917
2023-08-05,10.815842692
2023-08-06,9.831161503000002
2023-08-07,11.035586598999998
2023-08-08,7.2371844409999975
2023-08-09,7.035959090999994
