,predicted_mean
2025-02-24,1.6577239492155586e-18
2025-02-25,3.2548836498591942e-18
2025-02-26,2.7155220888010752e-18
2025-02-27,2.3134268295210045e-18
2025-02-28,2.428222321994575e-18
2025-03-01,2.2847622718013666e-18
2025-03-02,2.3261538626322164e-18
2025-03-03,2.3611496292734004e-18
2025-03-04,2.345463419211589e-18
2025-03-05,2.3586463931606032e-18
2025-03-06,2.3555104819109886e-18
2025-03-07,2.352291227196468e-18
2025-03-08,2.3541401371321187e-18
2025-03-09,2.352919139289845e-18
2025-03-10,2.353147543960654e-18
2025-03-11,2.353457537715595e-18
2025-03-12,2.3532541982954035e-18
2025-03-13,2.3533676641020678e-18
2025-03-14,2.353352286555257e-18
2025-03-15,2.353321456242571e-18
2025-03-16,2.3533429626428596e-18
2025-03-17,2.3533324225936804e-18
2025-03-18,2.3533332884361082e-18
2025-03-19,2.3533364176116805e-18
2025-03-20,2.353334197942825e-18
2025-03-21,2.3533351737274805e-18
2025-03-22,2.3533351489603485e-18
2025-03-23,2.3533348277790706e-18
2025-03-24,2.353335053095798e-18
2025-03-25,2.3533349632912837e-18
