,predicted_mean
2025-02-24,-1.645e-321
2025-02-25,-1.497e-321
2025-02-26,-1.79e-321
2025-02-27,-1.95e-321
2025-02-28,-2.164e-321
2025-03-01,-2.288e-321
2025-03-02,-2.386e-321
2025-03-03,-2.485e-321
2025-03-04,-2.564e-321
2025-03-05,-2.633e-321
2025-03-06,-2.683e-321
2025-03-07,-2.727e-321
2025-03-08,-2.76e-321
2025-03-09,-2.796e-321
2025-03-10,-2.826e-321
2025-03-11,-2.846e-321
2025-03-12,-2.86e-321
2025-03-13,-2.875e-321
2025-03-14,-2.885e-321
2025-03-15,-2.885e-321
2025-03-16,-2.885e-321
2025-03-17,-2.885e-321
2025-03-18,-2.885e-321
2025-03-19,-2.885e-321
2025-03-20,-2.885e-321
2025-03-21,-2.885e-321
2025-03-22,-2.885e-321
2025-03-23,-2.885e-321
2025-03-24,-2.885e-321
2025-03-25,-2.885e-321
