,predicted_mean
2025-02-24,-1.0343051979946101e-19
2025-02-25,-1.6846206204341097e-19
2025-02-26,-2.3374768134028534e-19
2025-02-27,-2.857212903869999e-19
2025-02-28,-3.298002598219009e-19
2025-03-01,-3.67845706214615e-19
2025-03-02,-4.0021792133531883e-19
2025-03-03,-4.2775270113500896e-19
2025-03-04,-4.511776789775702e-19
2025-03-05,-4.711466412859386e-19
2025-03-06,-4.881543275092868e-19
2025-03-07,-5.026366669543619e-19
2025-03-08,-5.149702253519343e-19
2025-03-09,-5.254747520851758e-19
2025-03-10,-5.344211414940373e-19
2025-03-11,-5.420403241638673e-19
2025-03-12,-5.4852926697814085e-19
2025-03-13,-5.540556635761087e-19
2025-03-14,-5.587622821836335e-19
2025-03-15,-5.627707205768483e-19
2025-03-16,-5.661845494178783e-19
2025-03-17,-5.690919740716078e-19
2025-03-18,-5.715681135863583e-19
2025-03-19,-5.736769442117728e-19
2025-03-20,-5.754729523943864e-19
2025-03-21,-5.77002542044605e-19
2025-03-22,-5.783052334741303e-19
2025-03-23,-5.794146845908585e-19
2025-03-24,-5.803595605275438e-19
2025-03-25,-5.81164274249849e-19
