,predicted_mean
2025-02-24,-4.719885984795069e-296
2025-02-25,-6.675776533746924e-296
2025-02-26,-9.059643004930419e-296
2025-02-27,-1.0997651423254423e-295
2025-02-28,-1.3114970109161643e-295
2025-03-01,-1.4673580055952022e-295
2025-03-02,-1.6193824995193184e-295
2025-03-03,-1.7478814314519796e-295
2025-03-04,-1.8658172602426378e-295
2025-03-05,-1.965883839610508e-295
2025-03-06,-2.056416285293736e-295
2025-03-07,-2.1350659518556523e-295
2025-03-08,-2.2050681515141177e-295
2025-03-09,-2.2662470562548188e-295
2025-03-10,-2.3205003142562116e-295
2025-03-11,-2.3681186353629323e-295
2025-03-12,-2.4101925228328643e-295
2025-03-13,-2.447196737193358e-295
2025-03-14,-2.4798547972748027e-295
2025-03-15,-2.5086045134688005e-295
2025-03-16,-2.5339573690072182e-295
2025-03-17,-2.5562882737742656e-295
2025-03-18,-2.575974147769686e-295
2025-03-19,-2.593317575406388e-295
2025-03-20,-2.6086039393987827e-295
2025-03-21,-2.6220731583093425e-295
2025-03-22,-2.6339437676582908e-295
2025-03-23,-2.6444039044697815e-295
2025-03-24,-2.6536221624139084e-295
2025-03-25,-2.661745364748402e-295
