,predicted_mean
2025-02-24,2.534350063726005e-17
2025-02-25,2.9264678213781323e-17
2025-02-26,3.1871563367365134e-17
2025-02-27,3.7304483173335884e-17
2025-02-28,4.055940010645844e-17
2025-03-01,4.286434779921306e-17
2025-03-02,4.474298602574882e-17
2025-03-03,4.629976234934449e-17
2025-03-04,4.762177139438779e-17
2025-03-05,4.8602314123445883e-17
2025-03-06,4.9379852311068426e-17
2025-03-07,5.001320207966369e-17
2025-03-08,5.0517778967675886e-17
2025-03-09,5.0919367965342213e-17
2025-03-10,5.1236621049948104e-17
2025-03-11,5.1490060453374424e-17
2025-03-12,5.169259142025289e-17
2025-03-13,5.185359586607101e-17
2025-03-14,5.1981746611039926e-17
2025-03-15,5.2083788765058685e-17
2025-03-16,5.2165108430554774e-17
2025-03-17,5.222988125268771e-17
2025-03-18,5.22814447947915e-17
2025-03-19,5.232251151701578e-17
2025-03-20,5.235522027615591e-17
2025-03-21,5.2381270692956336e-17
2025-03-22,5.24020166611856e-17
2025-03-23,5.2418538101961294e-17
2025-03-24,5.243169622591553e-17
2025-03-25,5.244217554442816e-17
