,predicted_mean
2025-02-24,9.7e-322
2025-02-25,1.43e-321
2025-02-26,1.917e-321
2025-02-27,2.367e-321
2025-02-28,2.787e-321
2025-03-01,3.187e-321
2025-03-02,3.56e-321
2025-03-03,3.91e-321
2025-03-04,4.234e-321
2025-03-05,4.536e-321
2025-03-06,4.81e-321
2025-03-07,5.07e-321
2025-03-08,5.31e-321
2025-03-09,5.534e-321
2025-03-10,5.74e-321
2025-03-11,5.934e-321
2025-03-12,6.11e-321
2025-03-13,6.275e-321
2025-03-14,6.43e-321
2025-03-15,6.57e-321
2025-03-16,6.71e-321
2025-03-17,6.84e-321
2025-03-18,6.956e-321
2025-03-19,7.065e-321
2025-03-20,7.164e-321
2025-03-21,7.253e-321
2025-03-22,7.33e-321
2025-03-23,7.406e-321
2025-03-24,7.475e-321
2025-03-25,7.54e-321
