Date,RF_Forecast
2025-02-24,2.631790022114779
2025-02-25,0.0
2025-02-26,2.467887067367333
2025-02-27,0.0
2025-02-28,2.2371582392377256
2025-03-01,0.19497679803333334
2025-03-02,2.212120125882887
2025-03-03,1.6868291108695164
2025-03-04,0.3887644424855814
2025-03-05,2.4325220047578235
2025-03-06,0.1738646606666667
2025-03-07,2.4642545713386075
2025-03-08,0.21112137366666672
2025-03-09,2.15013639826208
2025-03-10,0.8569043990000003
2025-03-11,2.0985484875823706
2025-03-12,3.5393877349999934
2025-03-13,0.19178853486457434
2025-03-14,3.5766444479999935
2025-03-15,0.13039849550000002
2025-03-16,3.9730041392240207
2025-03-17,0.7159498348166669
2025-03-18,2.15013639826208
2025-03-19,1.751065510999999
2025-03-20,0.25655925982666505
2025-03-21,3.6511578739999933
2025-03-22,0.2856347996666667
2025-03-23,3.9450616044740214
2025-03-24,0.186283565
2025-03-25,3.9783265267954504
