,predicted_mean
2025-02-24,-1.180693435384045e-118
2025-02-25,-3.2652477307490703e-118
2025-02-26,-5.945506816430777e-118
2025-02-27,-8.946375064206075e-118
2025-02-28,-1.2049647921387727e-117
2025-03-01,-1.505653282838808e-117
2025-03-02,-1.7797059385184323e-117
2025-03-03,-2.0138675720833594e-117
2025-03-04,-2.1990791865706864e-117
2025-03-05,-2.3304643310635485e-117
2025-03-06,-2.407065280351246e-117
2025-03-07,-2.431385449594107e-117
2025-03-08,-2.4087853131046648e-117
2025-03-09,-2.3467824569397424e-117
2025-03-10,-2.2543112596745144e-117
2025-03-11,-2.1409930685703927e-117
2025-03-12,-2.0164601022691044e-117
2025-03-13,-1.889767196676141e-117
2025-03-14,-1.7689157144786927e-117
2025-03-15,-1.6605039427776725e-117
2025-03-16,-1.569508726461472e-117
2025-03-17,-1.4991944661585529e-117
2025-03-18,-1.4511383558293309e-117
2025-03-19,-1.4253551092413973e-117
2025-03-20,-1.4205005556743089e-117
2025-03-21,-1.4341313787997679e-117
2025-03-22,-1.462997826500772e-117
2025-03-23,-1.503347243361102e-117
2025-03-24,-1.551218516883265e-117
2025-03-25,-1.602710687683375e-117
