,predicted_mean
2025-02-24,2.5e-323
2025-02-25,3.5e-323
2025-02-26,5.4e-323
2025-02-27,6.4e-323
2025-02-28,8e-323
2025-03-01,9.4e-323
2025-03-02,1.14e-322
2025-03-03,1.3e-322
2025-03-04,1.5e-322
2025-03-05,1.7e-322
2025-03-06,1.9e-322
2025-03-07,2.03e-322
2025-03-08,2.2e-322
2025-03-09,2.37e-322
2025-03-10,2.5e-322
2025-03-11,2.67e-322
2025-03-12,2.87e-322
2025-03-13,3e-322
2025-03-14,3.2e-322
2025-03-15,3.4e-322
2025-03-16,3.6e-322
2025-03-17,3.75e-322
2025-03-18,3.95e-322
2025-03-19,4.1e-322
2025-03-20,4.25e-322
2025-03-21,4.4e-322
2025-03-22,4.6e-322
2025-03-23,4.74e-322
2025-03-24,4.94e-322
2025-03-25,5.14e-322
