,predicted_mean
2025-02-24,5.6422746386854405e-56
2025-02-25,6.799534117299716e-56
2025-02-26,7.779376600855841e-56
2025-02-27,7.39406799706017e-56
2025-02-28,8.780981980951048e-56
2025-03-01,9.765124644214421e-56
2025-03-02,1.0577648304734013e-55
2025-03-03,1.0691343146335568e-55
2025-03-04,1.1019944833571174e-55
2025-03-05,1.139653823431903e-55
2025-03-06,1.1816841988245341e-55
2025-03-07,1.2022640082723635e-55
2025-03-08,1.2169485430583384e-55
2025-03-09,1.2304561196314409e-55
2025-03-10,1.2473911717055633e-55
2025-03-11,1.260435837310328e-55
2025-03-12,1.2695546627916427e-55
2025-03-13,1.275992547029322e-55
2025-03-14,1.2826529463822651e-55
2025-03-15,1.2888408363021212e-55
2025-03-16,1.2938818408861232e-55
2025-03-17,1.2974894901869564e-55
2025-03-18,1.3004986459465402e-55
2025-03-19,1.3032431597083283e-55
2025-03-20,1.3056913573923306e-55
2025-03-21,1.3076275147270434e-55
2025-03-22,1.3091503548978248e-55
2025-03-23,1.3104286122939705e-55
2025-03-24,1.3115638935065789e-55
2025-03-25,1.3125264101533045e-55
