,predicted_mean
2025-02-24,3.81e-321
2025-02-25,4.72e-321
2025-02-26,5.193e-321
2025-02-27,5.657e-321
2025-02-28,7.01e-321
2025-03-01,7.81e-321
2025-03-02,8.39e-321
2025-03-03,8.814e-321
2025-03-04,9.19e-321
2025-03-05,9.69e-321
2025-03-06,1.0084e-320
2025-03-07,1.0395e-320
2025-03-08,1.065e-320
2025-03-09,1.0874e-320
2025-03-10,1.11e-320
2025-03-11,1.1294e-320
2025-03-12,1.1457e-320
2025-03-13,1.1596e-320
2025-03-14,1.1714e-320
2025-03-15,1.183e-320
2025-03-16,1.1927e-320
2025-03-17,1.201e-320
2025-03-18,1.208e-320
2025-03-19,1.214e-320
2025-03-20,1.22e-320
2025-03-21,1.2253e-320
2025-03-22,1.23e-320
2025-03-23,1.2347e-320
2025-03-24,1.239e-320
2025-03-25,1.2436e-320
