,predicted_mean
2025-02-24,-8.901841850508652e-234
2025-02-25,-7.348179765360783e-234
2025-02-26,-7.974590268260971e-234
2025-02-27,-8.045038963948852e-234
2025-02-28,-8.936870934353297e-234
2025-03-01,-8.271728062586568e-234
2025-03-02,-8.554471010231837e-234
2025-03-03,-8.484161636987908e-234
2025-03-04,-8.579037573563557e-234
2025-03-05,-8.461591483804853e-234
2025-03-06,-8.540764847967823e-234
2025-03-07,-8.505854762813938e-234
2025-03-08,-8.524647514912511e-234
2025-03-09,-8.506041697818322e-234
2025-03-10,-8.522147085130222e-234
2025-03-11,-8.512213381461977e-234
2025-03-12,-8.517474715524454e-234
2025-03-13,-8.513893804449677e-234
2025-03-14,-8.516896064022287e-234
2025-03-15,-8.514677225587695e-234
2025-03-16,-8.51604280587263e-234
2025-03-17,-8.51520903937336e-234
2025-03-18,-8.515807759651376e-234
2025-03-19,-8.515353148246797e-234
2025-03-20,-8.515666929834972e-234
2025-03-21,-8.515467459157056e-234
2025-03-22,-8.515598930232321e-234
2025-03-23,-8.515504709429298e-234
2025-03-24,-8.515572278536779e-234
2025-03-25,-8.515526661645853e-234
