Date,RF_Forecast
2025-02-24,0.07865850304322748
2025-02-25,0.08421119606442024
2025-02-26,0.08624303500012008
2025-02-27,0.08624303500012008
2025-02-28,0.08624303500012008
2025-03-01,0.08735965682081315
2025-03-02,0.08916190377937036
2025-03-03,0.0910542657411424
2025-03-04,0.09191150333355946
2025-03-05,0.09292249356602271
2025-03-06,0.09456226665592134
2025-03-07,0.09106046172386967
2025-03-08,0.0948124627320197
2025-03-09,0.09800778106666322
2025-03-10,0.1524441097199999
2025-03-11,0.1524441097199999
2025-03-12,0.1524441097199999
2025-03-13,0.1524441097199999
2025-03-14,0.1524441097199999
2025-03-15,0.1638836351999999
2025-03-16,0.1638836351999999
2025-03-17,0.1638836351999999
2025-03-18,0.16462969119999993
2025-03-19,0.16587311779999994
2025-03-20,0.16612180319999992
2025-03-21,0.16910602719999993
2025-03-22,0.17059813939999993
2025-03-23,0.18402714779999996
2025-03-24,0.34542393140000016
2025-03-25,0.27902494680000006
