,predicted_mean
2025-02-24,2.2987079729995313e-151
2025-02-25,4.9849661074743405e-151
2025-02-26,6.0672954545695796e-151
2025-02-27,7.194408570103125e-151
2025-02-28,8.457667626256456e-151
2025-03-01,9.784480136859728e-151
2025-03-02,1.1029513387072679e-150
2025-03-03,1.2042892302787181e-150
2025-03-04,1.3046142879748392e-150
2025-03-05,1.4023837437075207e-150
2025-03-06,1.4940389123181765e-150
2025-03-07,1.5800332798757943e-150
2025-03-08,1.6596364765051835e-150
2025-03-09,1.735428579489298e-150
2025-03-10,1.807153446940355e-150
2025-03-11,1.8744322321441363e-150
2025-03-12,1.937787188215148e-150
2025-03-13,1.997363366452206e-150
2025-03-14,2.053566666735196e-150
2025-03-15,2.1065239823987503e-150
2025-03-16,2.1563486003855473e-150
2025-03-17,2.203280054288917e-150
2025-03-18,2.2474756755297824e-150
2025-03-19,2.2891056349924249e-150
2025-03-20,2.328312998813312e-150
2025-03-21,2.3652307860873275e-150
2025-03-22,2.4000009453038911e-150
2025-03-23,2.432746600137447e-150
2025-03-24,2.4635856939935515e-150
2025-03-25,2.4926290873003346e-150
