,predicted_mean
2025-02-24,-2.7242619803734793e-34
2025-02-25,-3.375274599225014e-34
2025-02-26,-3.165642427230793e-34
2025-02-27,-3.3745965070443425e-34
2025-02-28,-3.459711967875405e-34
2025-03-01,-4.3035048931238095e-34
2025-03-02,-4.740284753256582e-34
2025-03-03,-4.667598779450805e-34
2025-03-04,-4.765318323034257e-34
2025-03-05,-4.858499534527876e-34
2025-03-06,-5.123875193895673e-34
2025-03-07,-5.332929197456955e-34
2025-03-08,-5.332530831110505e-34
2025-03-09,-5.367704730935332e-34
2025-03-10,-5.4260211778404315e-34
2025-03-11,-5.5166840185760476e-34
2025-03-12,-5.603786857306124e-34
2025-03-13,-5.618753079152219e-34
2025-03-14,-5.632129489843055e-34
2025-03-15,-5.661058372650941e-34
2025-03-16,-5.695486440867411e-34
2025-03-17,-5.729774466841807e-34
2025-03-18,-5.741582349867947e-34
2025-03-19,-5.747780996289767e-34
2025-03-20,-5.760598528969218e-34
2025-03-21,-5.774704886039783e-34
2025-03-22,-5.788097287932131e-34
2025-03-23,-5.794748270723463e-34
2025-03-24,-5.798018677208711e-34
2025-03-25,-5.80343580713918e-34
