Date,HW_Forecast
2025-02-24,-2.0507798443036702e-05
2025-02-25,-5.783223465023556e-05
2025-02-26,-4.408901092800984e-05
2025-02-27,-4.811346062661895e-05
2025-02-28,-0.00012240968301894454
2025-03-01,7.856239443371274e-05
2025-03-02,-3.8984581629621275e-07
2025-03-03,-2.0507798443036702e-05
2025-03-04,-5.783223465023556e-05
2025-03-05,-4.408901092800984e-05
2025-03-06,-4.811346062661895e-05
2025-03-07,-0.00012240968301894454
2025-03-08,7.856239443371274e-05
2025-03-09,-3.8984581629621275e-07
2025-03-10,-2.0507798443036702e-05
2025-03-11,-5.783223465023556e-05
2025-03-12,-4.408901092800984e-05
2025-03-13,-4.811346062661895e-05
2025-03-14,-0.00012240968301894454
2025-03-15,7.856239443371274e-05
2025-03-16,-3.8984581629621275e-07
2025-03-17,-2.0507798443036702e-05
2025-03-18,-5.783223465023556e-05
2025-03-19,-4.408901092800984e-05
2025-03-20,-4.811346062661895e-05
2025-03-21,-0.00012240968301894454
2025-03-22,7.856239443371274e-05
2025-03-23,-3.8984581629621275e-07
2025-03-24,-2.0507798443036702e-05
2025-03-25,-5.783223465023556e-05
