Date,RF_Forecast
2025-02-24,0.1739183583999997
2025-02-25,0.16575612569999967
2025-02-26,0.1829177432499997
2025-02-27,0.1739183583999997
2025-02-28,0.1665932778499997
2025-03-01,0.1919171280999997
2025-03-02,0.21954315169999977
2025-03-03,0.28609675029999976
2025-03-04,0.2618193314999997
2025-03-05,0.2670515315999997
2025-03-06,0.2643307869999998
2025-03-07,0.26140075439999977
2025-03-08,0.26119146639999974
2025-03-09,0.29907260019999965
2025-03-10,0.1739183583999997
2025-03-11,0.16575612569999967
2025-03-12,0.1829177432499997
2025-03-13,0.1739183583999997
2025-03-14,0.1665932778499997
2025-03-15,0.1919171280999997
2025-03-16,0.1747555105499997
2025-03-17,0.2055208537999998
2025-03-18,0.25302923369999974
2025-03-19,0.26119146639999974
2025-03-20,0.26119146639999974
2025-03-21,0.26119146639999974
2025-03-22,0.26119146639999974
2025-03-23,0.26119146639999974
2025-03-24,0.23921621999999979
2025-03-25,0.1739183583999997
