Date,LSTM_Forecast
2025-02-24,-0.03909044
2025-02-25,-0.049526602
2025-02-26,-0.06608375
2025-02-27,-0.08636807
2025-02-28,-0.10914721
2025-03-01,-0.13378529
2025-03-02,-0.15992355
2025-03-03,-0.18732125
2025-03-04,-0.2157849
2025-03-05,-0.24513733
2025-03-06,-0.27521408
2025-03-07,-0.30585817
2025-03-08,-0.33692026
2025-03-09,-0.3682592
2025-03-10,-0.39974153
2025-03-11,-0.4313114
2025-03-12,-0.46273172
2025-03-13,-0.49394435
2025-03-14,-0.52486646
2025-03-15,-0.5554161
2025-03-16,-0.5855193
2025-03-17,-0.61511195
2025-03-18,-0.64413947
2025-03-19,-0.6725561
2025-03-20,-0.7003247
2025-03-21,-0.7274153
2025-03-22,-0.7538047
2025-03-23,-0.77947646
2025-03-24,-0.8044194
2025-03-25,-0.8286281
