Date,LSTM_Forecast
2025-02-24,0.9144925
2025-02-25,1.1334445
2025-02-26,1.5065964
2025-02-27,1.9916555
2025-02-28,2.5643928
2025-03-01,3.2123966
2025-03-02,3.9301794
2025-03-03,4.715947
2025-03-04,5.5697474
2025-03-05,6.49254
2025-03-06,7.4858036
2025-03-07,8.551432
2025-03-08,9.691742
2025-03-09,10.909509
2025-03-10,12.207958
2025-03-11,13.582695
2025-03-12,15.036054
2025-03-13,16.571115
2025-03-14,18.189823
2025-03-15,19.893827
2025-03-16,21.684752
2025-03-17,23.564344
2025-03-18,25.534428
2025-03-19,27.59692
2025-03-20,29.753786
2025-03-21,32.007034
2025-03-22,34.35868
2025-03-23,36.810726
2025-03-24,39.365147
2025-03-25,42.023865
