,predicted_mean
2025-02-24,3.319663620807147e-157
2025-02-25,-1.7961982817460026e-157
2025-02-26,2.1660031196095126e-158
2025-02-27,-7.518270507673784e-158
2025-02-28,-1.9584479238234883e-158
2025-03-01,-1.3883302734746738e-157
2025-03-02,-8.17203450300708e-158
2025-03-03,-1.3325444659905895e-157
2025-03-04,-1.2058650859411519e-157
2025-03-05,-1.5472730657481257e-157
2025-03-06,-1.4362995974307198e-157
2025-03-07,-1.64274578310688e-157
2025-03-08,-1.624080967570013e-157
2025-03-09,-1.746020501987117e-157
2025-03-10,-1.740177042780688e-157
2025-03-11,-1.8211714548029903e-157
2025-03-12,-1.8297285677947173e-157
2025-03-13,-1.879976969900336e-157
2025-03-14,-1.8910037374940778e-157
2025-03-15,-1.9251326454070696e-157
2025-03-16,-1.9362597873719645e-157
2025-03-17,-1.9589044840837492e-157
2025-03-18,-1.9687786120668186e-157
2025-03-19,-1.9844562384900805e-157
2025-03-20,-1.9925669476652453e-157
2025-03-21,-2.003459051228167e-157
2025-03-22,-2.0099500170183233e-157
2025-03-23,-2.0176526511733568e-157
2025-03-24,-2.022691260385108e-157
2025-03-25,-2.028186814411836e-157
