,predicted_mean
2025-02-24,-1.3723229447753959e-112
2025-02-25,-1.1776094865978257e-112
2025-02-26,-1.1896179120190338e-112
2025-02-27,-1.170044048560839e-112
2025-02-28,-1.1906629335365672e-112
2025-03-01,-1.182491091202752e-112
2025-03-02,-1.1842816984718132e-112
2025-03-03,-1.1835754269376195e-112
2025-03-04,-1.1840470606080867e-112
2025-03-05,-1.183824599573698e-112
2025-03-06,-1.1838996186191632e-112
2025-03-07,-1.1838727080802788e-112
2025-03-08,-1.1838857481878426e-112
2025-03-09,-1.1838795720701787e-112
2025-03-10,-1.1838820311357014e-112
2025-03-11,-1.1838810928880776e-112
2025-03-12,-1.1838814939143549e-112
2025-03-13,-1.1838813137025643e-112
2025-03-14,-1.1838813897164793e-112
2025-03-15,-1.183881359128182e-112
2025-03-16,-1.183881371814119e-112
2025-03-17,-1.1838813663431108e-112
2025-03-18,-1.1838813686740642e-112
2025-03-19,-1.183881367708344e-112
2025-03-20,-1.183881368108934e-112
2025-03-21,-1.1838813679395558e-112
2025-03-22,-1.1838813680114106e-112
2025-03-23,-1.1838813679812866e-112
2025-03-24,-1.1838813679938536e-112
2025-03-25,-1.1838813679885756e-112
