Date,LSTM_Forecast
2025-02-24,1.477856
2025-02-25,2.2274578
2025-02-26,3.0442252
2025-02-27,3.8441541
2025-02-28,4.597929
2025-03-01,5.28872
2025-03-02,5.9092584
2025-03-03,6.4615593
2025-03-04,6.9559803
2025-03-05,7.4087257
2025-03-06,7.8413773
2025-03-07,8.27674
2025-03-08,8.736752
2025-03-09,9.240263
2025-03-10,9.801391
2025-03-11,10.384527
2025-03-12,10.996345
2025-03-13,11.625431
2025-03-14,12.261256
2025-03-15,12.894131
2025-03-16,13.516261
2025-03-17,14.122454
2025-03-18,14.710357
2025-03-19,15.28028
2025-03-20,15.834677
2025-03-21,16.377321
2025-03-22,16.912426
2025-03-23,17.443787
2025-03-24,17.974054
2025-03-25,18.504272
