Date,LSTM_Forecast
2025-02-24,-15.0994625
2025-02-25,-17.494587
2025-02-26,-21.962835
2025-02-27,-28.147715
2025-02-28,-35.850903
2025-03-01,-44.98337
2025-03-02,-55.529877
2025-03-03,-67.52392
2025-03-04,-81.03133
2025-03-05,-96.13883
2025-03-06,-112.94762
2025-03-07,-131.56938
2025-03-08,-152.12492
2025-03-09,-174.7431
2025-03-10,-199.56136
2025-03-11,-228.07909
2025-03-12,-259.16068
2025-03-13,-293.2509
2025-03-14,-330.72812
2025-03-15,-371.94632
2025-03-16,-417.26068
2025-03-17,-467.04193
2025-03-18,-521.68604
2025-03-19,-581.6178
2025-03-20,-647.2943
2025-03-21,-719.206
2025-03-22,-797.87665
2025-03-23,-883.8644
2025-03-24,-977.7586
2025-03-25,-1080.1804
