Date,LSTM_Forecast
2025-02-24,2.3238845
2025-02-25,1.7698519
2025-02-26,0.9576467
2025-02-27,0.010177561
2025-02-28,-1.0178598
2025-03-01,-2.099589
2025-03-02,-3.2197306
2025-03-03,-4.368327
2025-03-04,-5.5390244
2025-03-05,-6.726159
2025-03-06,-7.9262147
2025-03-07,-9.136833
2025-03-08,-10.356619
2025-03-09,-11.584877
2025-03-10,-12.821425
2025-03-11,-14.055796
2025-03-12,-15.294155
2025-03-13,-16.534613
2025-03-14,-17.776222
2025-03-15,-19.018389
2025-03-16,-20.260695
2025-03-17,-21.502827
2025-03-18,-22.74454
2025-03-19,-23.98565
2025-03-20,-25.22603
2025-03-21,-26.465546
2025-03-22,-27.70413
2025-03-23,-28.941727
2025-03-24,-30.178259
2025-03-25,-31.413687
