Date,LSTM_Forecast
2025-02-24,1.8329792
2025-02-25,2.1852324
2025-02-26,2.7782302
2025-02-27,3.5383508
2025-02-28,4.422499
2025-03-01,5.4069567
2025-03-02,6.4792595
2025-03-03,7.6329923
2025-03-04,8.864266
2025-03-05,10.1733885
2025-03-06,11.559418
2025-03-07,13.022303
2025-03-08,14.562747
2025-03-09,16.18205
2025-03-10,17.882233
2025-03-11,19.67339
2025-03-12,21.53907
2025-03-13,23.485195
2025-03-14,25.514658
2025-03-15,27.62924
2025-03-16,29.830357
2025-03-17,32.11954
2025-03-18,34.49849
2025-03-19,36.969105
2025-03-20,39.533497
2025-03-21,42.19396
2025-03-22,44.952885
2025-03-23,47.812912
2025-03-24,50.776787
2025-03-25,53.847374
