,predicted_mean
2025-02-24,-8.957e-321
2025-02-25,-9.135e-321
2025-02-26,-8.86e-321
2025-02-27,-9.565e-321
2025-02-28,-9.93e-321
2025-03-01,-9.995e-321
2025-03-02,-1e-320
2025-03-03,-1.003e-320
2025-03-04,-1.006e-320
2025-03-05,-1.0074e-320
2025-03-06,-1.0074e-320
2025-03-07,-1.0074e-320
2025-03-08,-1.0074e-320
2025-03-09,-1.0074e-320
2025-03-10,-1.0074e-320
2025-03-11,-1.0074e-320
2025-03-12,-1.0074e-320
2025-03-13,-1.0074e-320
2025-03-14,-1.0074e-320
2025-03-15,-1.0074e-320
2025-03-16,-1.0074e-320
2025-03-17,-1.0074e-320
2025-03-18,-1.0074e-320
2025-03-19,-1.0074e-320
2025-03-20,-1.0074e-320
2025-03-21,-1.0074e-320
2025-03-22,-1.0074e-320
2025-03-23,-1.0074e-320
2025-03-24,-1.0074e-320
2025-03-25,-1.0074e-320
