,predicted_mean
2025-02-24,6.327360584339229e-23
2025-02-25,1.2001896196946218e-22
2025-02-26,1.6692682653908744e-24
2025-02-27,5.2913422227081724e-23
2025-02-28,6.958048799347802e-23
2025-03-01,8.857895699672889e-23
2025-03-02,7.625320874456358e-23
2025-03-03,8.355308590694054e-23
2025-03-04,8.792411322553742e-23
2025-03-05,9.329380828167086e-23
2025-03-06,9.34204953164191e-23
2025-03-07,9.538113692393932e-23
2025-03-08,9.689500820544995e-23
2025-03-09,9.85487718861688e-23
2025-03-10,9.929817225790905e-23
2025-03-11,1.0008563880998583e-22
2025-03-12,1.0071498349150121e-22
2025-03-13,1.0130750852781223e-22
2025-03-14,1.0171146988105118e-22
2025-03-15,1.0205433576250559e-22
2025-03-16,1.023291009862334e-22
2025-03-17,1.0256585331972831e-22
2025-03-18,1.0274868682771191e-22
2025-03-19,1.0289806374923996e-22
2025-03-20,1.0301824945835017e-22
2025-03-21,1.0311785334679074e-22
2025-03-22,1.0319761634408286e-22
2025-03-23,1.0326237280677178e-22
2025-03-24,1.0331467034185498e-22
2025-03-25,1.0335738250310107e-22
