Date,LSTM_Forecast
2025-02-24,-0.15355755
2025-02-25,-0.213549
2025-02-26,-0.29505098
2025-02-27,-0.3861796
2025-02-28,-0.48270404
2025-03-01,-0.582667
2025-03-02,-0.6849223
2025-03-03,-0.78870857
2025-03-04,-0.8935013
2025-03-05,-0.99894065
2025-03-06,-1.1047797
2025-03-07,-1.2108529
2025-03-08,-1.3170445
2025-03-09,-1.423275
2025-03-10,-1.5294852
2025-03-11,-1.6356454
2025-03-12,-1.7418085
2025-03-13,-1.8480109
2025-03-14,-1.9543066
2025-03-15,-2.0607657
2025-03-16,-2.1674674
2025-03-17,-2.2744968
2025-03-18,-2.3819501
2025-03-19,-2.4899275
2025-03-20,-2.598532
2025-03-21,-2.7078745
2025-03-22,-2.8180687
2025-03-23,-2.929233
2025-03-24,-3.0414886
2025-03-25,-3.154963
