,predicted_mean
2025-02-24,2.89e-321
2025-02-25,2.28e-321
2025-02-26,3.167e-321
2025-02-27,3.76e-321
2025-02-28,4.23e-321
2025-03-01,4.293e-321
2025-03-02,4.644e-321
2025-03-03,4.93e-321
2025-03-04,5.17e-321
2025-03-05,5.29e-321
2025-03-06,5.464e-321
2025-03-07,5.618e-321
2025-03-08,5.746e-321
2025-03-09,5.835e-321
2025-03-10,5.934e-321
2025-03-11,6.023e-321
2025-03-12,6.097e-321
2025-03-13,6.156e-321
2025-03-14,6.205e-321
2025-03-15,6.25e-321
2025-03-16,6.285e-321
2025-03-17,6.314e-321
2025-03-18,6.344e-321
2025-03-19,6.37e-321
2025-03-20,6.39e-321
2025-03-21,6.403e-321
2025-03-22,6.42e-321
2025-03-23,6.43e-321
2025-03-24,6.44e-321
2025-03-25,6.45e-321
