Date,HW_Forecast
2025-02-24,-0.00017744088736393126
2025-02-25,-0.00014815420095478214
2025-02-26,-3.766168198068951e-05
2025-02-27,-6.924764941867897e-05
2025-02-28,-0.000146885086712008
2025-03-01,-0.0003162822135006707
2025-03-02,1.58517696716284e-06
2025-03-03,-0.00017744088736393126
2025-03-04,-0.00014815420095478214
2025-03-05,-3.766168198068951e-05
2025-03-06,-6.924764941867897e-05
2025-03-07,-0.000146885086712008
2025-03-08,-0.0003162822135006707
2025-03-09,1.58517696716284e-06
2025-03-10,-0.00017744088736393126
2025-03-11,-0.00014815420095478214
2025-03-12,-3.766168198068951e-05
2025-03-13,-6.924764941867897e-05
2025-03-14,-0.000146885086712008
2025-03-15,-0.0003162822135006707
2025-03-16,1.58517696716284e-06
2025-03-17,-0.00017744088736393126
2025-03-18,-0.00014815420095478214
2025-03-19,-3.766168198068951e-05
2025-03-20,-6.924764941867897e-05
2025-03-21,-0.000146885086712008
2025-03-22,-0.0003162822135006707
2025-03-23,1.58517696716284e-06
2025-03-24,-0.00017744088736393126
2025-03-25,-0.00014815420095478214
