Date,LSTM_Forecast
2025-02-24,-0.039546445
2025-02-25,-0.054784425
2025-02-26,-0.076229446
2025-02-27,-0.10044044
2025-02-28,-0.12604347
2025-03-01,-0.1524474
2025-03-02,-0.1793629
2025-03-03,-0.20662919
2025-03-04,-0.23414792
2025-03-05,-0.2618534
2025-03-06,-0.28969678
2025-03-07,-0.31763518
2025-03-08,-0.34562606
2025-03-09,-0.3736228
2025-03-10,-0.4015745
2025-03-11,-0.4295293
2025-03-12,-0.45744732
2025-03-13,-0.48532352
2025-03-14,-0.51315355
2025-03-15,-0.5409343
2025-03-16,-0.5686647
2025-03-17,-0.59634346
2025-03-18,-0.62397075
2025-03-19,-0.6515464
2025-03-20,-0.6790716
2025-03-21,-0.7065472
2025-03-22,-0.7339738
2025-03-23,-0.76135397
2025-03-24,-0.7886879
2025-03-25,-0.8159783
