Date,LSTM_Forecast
2025-02-24,5.935395
2025-02-25,7.031102
2025-02-26,8.961389
2025-02-27,11.491195
2025-02-28,14.447765
2025-03-01,17.719086
2025-03-02,21.238317
2025-03-03,24.967234
2025-03-04,28.883911
2025-03-05,32.975216
2025-03-06,37.232735
2025-03-07,41.65116
2025-03-08,46.22779
2025-03-09,50.96234
2025-03-10,55.856842
2025-03-11,60.863804
2025-03-12,65.96568
2025-03-13,71.166855
2025-03-14,76.46163
2025-03-15,81.84009
2025-03-16,87.29141
2025-03-17,92.80504
2025-03-18,98.371155
2025-03-19,103.980675
2025-03-20,109.62495
2025-03-21,115.295715
2025-03-22,120.98487
2025-03-23,126.68447
2025-03-24,132.38652
2025-03-25,138.08292
