Date,LSTM_Forecast
2025-02-24,7.1797996
2025-02-25,7.3569202
2025-02-26,7.623966
2025-02-27,7.9386215
2025-02-28,8.280306
2025-03-01,8.638785
2025-03-02,9.008749
2025-03-03,9.38728
2025-03-04,9.772656
2025-03-05,10.163848
2025-03-06,10.560162
2025-03-07,10.961165
2025-03-08,11.366583
2025-03-09,11.776258
2025-03-10,12.190153
2025-03-11,12.612893
2025-03-12,13.039141
2025-03-13,13.469817
2025-03-14,13.905265
2025-03-15,14.34556
2025-03-16,14.790797
2025-03-17,15.240973
2025-03-18,15.696132
2025-03-19,16.156328
2025-03-20,16.621578
2025-03-21,17.091942
2025-03-22,17.567467
2025-03-23,18.048204
2025-03-24,18.53421
2025-03-25,19.02554
