Date,LSTM_Forecast
2025-02-24,-0.020927219
2025-02-25,-0.028952967
2025-02-26,-0.03999428
2025-02-27,-0.052414365
2025-02-28,-0.06561093
2025-03-01,-0.079328194
2025-03-02,-0.093445405
2025-03-03,-0.107906885
2025-03-04,-0.12269473
2025-03-05,-0.13781409
2025-03-06,-0.15328453
2025-03-07,-0.1691324
2025-03-08,-0.18538682
2025-03-09,-0.20207608
2025-03-10,-0.21922617
2025-03-11,-0.23679319
2025-03-12,-0.25484556
2025-03-13,-0.27338788
2025-03-14,-0.2924326
2025-03-15,-0.31199363
2025-03-16,-0.33208477
2025-03-17,-0.3527198
2025-03-18,-0.37391296
2025-03-19,-0.39567843
2025-03-20,-0.4180307
2025-03-21,-0.440985
2025-03-22,-0.46455628
2025-03-23,-0.4887604
2025-03-24,-0.51361316
2025-03-25,-0.5391309
