Date,LSTM_Forecast
2025-02-24,-7.2300434
2025-02-25,-8.866696
2025-02-26,-11.693571
2025-02-27,-15.396846
2025-02-28,-19.788982
2025-03-01,-24.77587
2025-03-02,-30.322214
2025-03-03,-36.425873
2025-03-04,-43.10226
2025-03-05,-50.3759
2025-03-06,-58.27695
2025-03-07,-66.84059
2025-03-08,-76.10634
2025-03-09,-86.118286
2025-03-10,-96.92519
2025-03-11,-108.56387
2025-03-12,-121.04586
2025-03-13,-134.43758
2025-03-14,-148.79637
2025-03-15,-164.17805
2025-03-16,-180.64062
2025-03-17,-198.24559
2025-03-18,-217.05861
2025-03-19,-237.14908
2025-03-20,-258.59027
2025-03-21,-281.45917
2025-03-22,-305.83603
2025-03-23,-331.80444
2025-03-24,-359.45093
2025-03-25,-388.8646
