Date,HW_Forecast
2025-02-24,-0.0001291592794506977
2025-02-25,0.0001628669517614899
2025-02-26,3.5410670739744916e-05
2025-02-27,3.1249413657793964e-05
2025-02-28,3.429712540443662e-05
2025-03-01,2.3894520487866073e-05
2025-03-02,-1.2032877247207868e-07
2025-03-03,-0.0001291592794506977
2025-03-04,0.0001628669517614899
2025-03-05,3.5410670739744916e-05
2025-03-06,3.1249413657793964e-05
2025-03-07,3.429712540443662e-05
2025-03-08,2.3894520487866073e-05
2025-03-09,-1.2032877247207868e-07
2025-03-10,-0.0001291592794506977
2025-03-11,0.0001628669517614899
2025-03-12,3.5410670739744916e-05
2025-03-13,3.1249413657793964e-05
2025-03-14,3.429712540443662e-05
2025-03-15,2.3894520487866073e-05
2025-03-16,-1.2032877247207868e-07
2025-03-17,-0.0001291592794506977
2025-03-18,0.0001628669517614899
2025-03-19,3.5410670739744916e-05
2025-03-20,3.1249413657793964e-05
2025-03-21,3.429712540443662e-05
2025-03-22,2.3894520487866073e-05
2025-03-23,-1.2032877247207868e-07
2025-03-24,-0.0001291592794506977
2025-03-25,0.0001628669517614899
