Date,LSTM_Forecast
2025-02-24,-24.429756
2025-02-25,-30.886984
2025-02-26,-40.410236
2025-02-27,-51.601963
2025-02-28,-63.877827
2025-03-01,-76.98224
2025-03-02,-90.79346
2025-03-03,-105.246506
2025-03-04,-120.30318
2025-03-05,-135.93993
2025-03-06,-152.14285
2025-03-07,-168.9051
2025-03-08,-186.22481
2025-03-09,-204.10423
2025-03-10,-222.54831
2025-03-11,-241.58803
2025-03-12,-261.17886
2025-03-13,-281.33807
2025-03-14,-302.07306
2025-03-15,-323.38925
2025-03-16,-345.29095
2025-03-17,-367.78253
2025-03-18,-390.86804
2025-03-19,-414.55112
2025-03-20,-438.83484
2025-03-21,-463.72165
2025-03-22,-489.21313
2025-03-23,-515.30994
2025-03-24,-542.01166
2025-03-25,-569.3171
