,predicted_mean
2025-02-24,2.653e-321
2025-02-25,2.86e-321
2025-02-26,3.053e-321
2025-02-27,3.577e-321
2025-02-28,3.72e-321
2025-03-01,3.95e-321
2025-03-02,4.175e-321
2025-03-03,4.3e-321
2025-03-04,4.456e-321
2025-03-05,4.575e-321
2025-03-06,4.67e-321
2025-03-07,4.76e-321
2025-03-08,4.827e-321
2025-03-09,4.886e-321
2025-03-10,4.94e-321
2025-03-11,4.985e-321
2025-03-12,5.025e-321
2025-03-13,5.054e-321
2025-03-14,5.08e-321
2025-03-15,5.104e-321
2025-03-16,5.12e-321
2025-03-17,5.133e-321
2025-03-18,5.15e-321
2025-03-19,5.16e-321
2025-03-20,5.17e-321
2025-03-21,5.18e-321
2025-03-22,5.183e-321
2025-03-23,5.183e-321
2025-03-24,5.183e-321
2025-03-25,5.183e-321
