Date,LSTM_Forecast
2025-02-24,4.9070373
2025-02-25,6.249703
2025-02-26,8.319272
2025-02-27,10.77366
2025-02-28,13.432707
2025-03-01,16.204586
2025-03-02,19.04197
2025-03-03,21.919308
2025-03-04,24.822582
2025-03-05,27.743647
2025-03-06,30.679298
2025-03-07,33.629753
2025-03-08,36.59788
2025-03-09,39.588432
2025-03-10,42.607338
2025-03-11,45.60145
2025-03-12,48.616253
2025-03-13,51.64385
2025-03-14,54.68139
2025-03-15,57.72799
2025-03-16,60.783337
2025-03-17,63.847244
2025-03-18,66.91938
2025-03-19,69.999405
2025-03-20,73.086914
2025-03-21,76.18139
2025-03-22,79.28223
2025-03-23,82.388756
2025-03-24,85.50017
2025-03-25,88.615486
