,predicted_mean
2025-02-24,5.04e-322
2025-02-25,5.9e-322
2025-02-26,6.8e-322
2025-02-27,7.56e-322
2025-02-28,8.25e-322
2025-03-01,8.84e-322
2025-03-02,9.4e-322
2025-03-03,9.9e-322
2025-03-04,1.033e-321
2025-03-05,1.07e-321
2025-03-06,1.11e-321
2025-03-07,1.146e-321
2025-03-08,1.176e-321
2025-03-09,1.2e-321
2025-03-10,1.225e-321
2025-03-11,1.245e-321
2025-03-12,1.26e-321
2025-03-13,1.275e-321
2025-03-14,1.29e-321
2025-03-15,1.304e-321
2025-03-16,1.32e-321
2025-03-17,1.334e-321
2025-03-18,1.35e-321
2025-03-19,1.364e-321
2025-03-20,1.38e-321
2025-03-21,1.393e-321
2025-03-22,1.41e-321
2025-03-23,1.423e-321
2025-03-24,1.44e-321
2025-03-25,1.453e-321
