Date,LSTM_Forecast
2025-02-24,17.620655
2025-02-25,24.70345
2025-02-26,33.094933
2025-02-27,41.729336
2025-02-28,50.396362
2025-03-01,59.080997
2025-03-02,67.82587
2025-03-03,76.692635
2025-03-04,85.742
2025-03-05,95.03683
2025-03-06,104.628654
2025-03-07,114.5606
2025-03-08,124.86778
2025-03-09,135.5789
2025-03-10,146.71808
2025-03-11,158.2246
2025-03-12,170.14786
2025-03-13,182.49063
2025-03-14,195.2649
2025-03-15,208.48544
2025-03-16,222.16962
2025-03-17,236.33632
2025-03-18,251.00613
2025-03-19,266.20087
2025-03-20,281.94333
2025-03-21,298.25748
2025-03-22,315.16806
2025-03-23,332.70096
2025-03-24,350.88324
2025-03-25,369.74316
