Date,LSTM_Forecast
2025-02-24,-16.191467
2025-02-25,-20.80771
2025-02-26,-27.490696
2025-02-27,-35.281017
2025-02-28,-43.800945
2025-03-01,-52.889877
2025-03-02,-62.47079
2025-03-03,-72.50136
2025-03-04,-82.955696
2025-03-05,-93.81712
2025-03-06,-105.07512
2025-03-07,-116.723526
2025-03-08,-128.75966
2025-03-09,-141.18327
2025-03-10,-153.9962
2025-03-11,-167.22786
2025-03-12,-180.84949
2025-03-13,-194.87524
2025-03-14,-209.31345
2025-03-15,-224.17186
2025-03-16,-239.4583
2025-03-17,-255.1814
2025-03-18,-271.35007
2025-03-19,-287.97385
2025-03-20,-305.0624
2025-03-21,-322.6259
2025-03-22,-340.67456
2025-03-23,-359.21893
2025-03-24,-378.26974
2025-03-25,-397.8378
