,predicted_mean
2025-02-24,-2.3846524017530676e-37
2025-02-25,-1.2116843738259482e-37
2025-02-26,-2.223803588437663e-37
2025-02-27,-2.224707724289355e-37
2025-02-28,-2.762397858546985e-37
2025-03-01,-2.8106695213085837e-37
2025-03-02,-3.1399183239678206e-37
2025-03-03,-3.2677570703622564e-37
2025-03-04,-3.4794584029506755e-37
2025-03-05,-3.6008232152335567e-37
2025-03-06,-3.7516082637638096e-37
2025-03-07,-3.858230574742428e-37
2025-03-08,-3.969228017795469e-37
2025-03-09,-4.056831766516625e-37
2025-03-10,-4.1412220525753335e-37
2025-03-11,-4.211591572669353e-37
2025-03-12,-4.276599035946018e-37
2025-03-13,-4.332414207165521e-37
2025-03-14,-4.382918101777828e-37
2025-03-15,-4.426923814121935e-37
2025-03-16,-4.46631616630292e-37
2025-03-17,-4.500904579693918e-37
2025-03-18,-4.53169767080452e-37
2025-03-19,-4.558841397754519e-37
2025-03-20,-4.582938777461347e-37
2025-03-21,-4.604223200709752e-37
2025-03-22,-4.6230916132575475e-37
2025-03-23,-4.639774670537129e-37
2025-03-24,-4.654553079047677e-37
2025-03-25,-4.667626772618882e-37
