Date,HW_Forecast
2025-02-24,-0.0003100275161577708
2025-02-25,-0.00030642510579026395
2025-02-26,-0.0003259599973160777
2025-02-27,-0.00032879943980456035
2025-02-28,-0.0003215535087456148
2025-03-01,-0.0007184019878829054
2025-03-02,3.6002884900708954e-06
2025-03-03,-0.0003100275161577708
2025-03-04,-0.00030642510579026395
2025-03-05,-0.0003259599973160777
2025-03-06,-0.00032879943980456035
2025-03-07,-0.0003215535087456148
2025-03-08,-0.0007184019878829054
2025-03-09,3.6002884900708954e-06
2025-03-10,-0.0003100275161577708
2025-03-11,-0.00030642510579026395
2025-03-12,-0.0003259599973160777
2025-03-13,-0.00032879943980456035
2025-03-14,-0.0003215535087456148
2025-03-15,-0.0007184019878829054
2025-03-16,3.6002884900708954e-06
2025-03-17,-0.0003100275161577708
2025-03-18,-0.00030642510579026395
2025-03-19,-0.0003259599973160777
2025-03-20,-0.00032879943980456035
2025-03-21,-0.0003215535087456148
2025-03-22,-0.0007184019878829054
2025-03-23,3.6002884900708954e-06
2025-03-24,-0.0003100275161577708
2025-03-25,-0.00030642510579026395
