,predicted_mean
2025-02-24,-0.0001610215539270975
2025-02-25,-0.00033044075712017866
2025-02-26,-0.0005269279263243167
2025-02-27,-0.0006871439247865129
2025-02-28,-0.000864768093574239
2025-03-01,-0.0010077983571885603
2025-03-02,-0.001141351499709261
2025-03-03,-0.0012690358493877515
2025-03-04,-0.0013841881088219076
2025-03-05,-0.001492269301441303
2025-03-06,-0.0015909825010996753
2025-03-07,-0.0016821202613963087
2025-03-08,-0.0017666159156798302
2025-03-09,-0.0018443668093481858
2025-03-10,-0.0019162453011559541
2025-03-11,-0.001982549776115495
2025-03-12,-0.002043743524723118
2025-03-13,-0.0021002570381673945
2025-03-14,-0.0021524036683425447
2025-03-15,-0.0022005444225557244
2025-03-16,-0.002244979937546581
2025-03-17,-0.002285994899355191
2025-03-18,-0.0023238560266038515
2025-03-19,-0.002358802675935202
2025-03-20,-0.0023910607043575137
2025-03-21,-0.002420836686440827
2025-03-22,-0.0024483213958470564
2025-03-23,-0.0024736914371271293
2025-03-24,-0.0024971093012106636
2025-03-25,-0.0025187252908387046
