,predicted_mean
2025-02-24,3e-323
2025-02-25,3e-323
2025-02-26,3e-323
2025-02-27,3e-323
2025-02-28,3e-323
2025-03-01,3e-323
2025-03-02,3e-323
2025-03-03,3e-323
2025-03-04,3e-323
2025-03-05,3e-323
2025-03-06,3e-323
2025-03-07,3e-323
2025-03-08,3e-323
2025-03-09,3e-323
2025-03-10,3e-323
2025-03-11,3e-323
2025-03-12,3e-323
2025-03-13,3e-323
2025-03-14,3e-323
2025-03-15,3e-323
2025-03-16,3e-323
2025-03-17,3e-323
2025-03-18,3e-323
2025-03-19,3e-323
2025-03-20,3e-323
2025-03-21,3e-323
2025-03-22,3e-323
2025-03-23,3e-323
2025-03-24,3e-323
2025-03-25,3e-323
