,predicted_mean
2025-02-24,8.502030568613326e-260
2025-02-25,1.3680893299639024e-259
2025-02-26,1.8022318742151312e-259
2025-02-27,2.145384976067737e-259
2025-02-28,2.5789856925318944e-259
2025-03-01,2.9424646188638865e-259
2025-03-02,3.2786850988602455e-259
2025-03-03,3.5769197268510934e-259
2025-03-04,3.8699886840187704e-259
2025-03-05,4.1359540972186455e-259
2025-03-06,4.3833386203360063e-259
2025-03-07,4.6100116774993824e-259
2025-03-08,4.822501460344733e-259
2025-03-09,5.018517182036717e-259
2025-03-10,5.200435988208314e-259
2025-03-11,5.368539666452234e-259
2025-03-12,5.52466714015485e-259
2025-03-13,5.669185823603282e-259
2025-03-14,5.803158810938131e-259
2025-03-15,5.927213961002272e-259
2025-03-16,6.042214775884236e-259
2025-03-17,6.148745402772157e-259
2025-03-18,6.247465782199934e-259
2025-03-19,6.338922497755263e-259
2025-03-20,6.423671174258263e-259
2025-03-21,6.502191425270326e-259
2025-03-22,6.574947446901773e-259
2025-03-23,6.642357761533929e-259
2025-03-24,6.704818623390451e-259
2025-03-25,6.762691394716752e-259
