Date,LSTM_Forecast
2025-02-24,0.75560224
2025-02-25,0.9984222
2025-02-26,1.3777453
2025-02-27,1.8407263
2025-02-28,2.3613794
2025-03-01,2.9264913
2025-03-02,3.52853
2025-03-03,4.162398
2025-03-04,4.8241825
2025-03-05,5.5106816
2025-03-06,6.2192717
2025-03-07,6.9478474
2025-03-08,7.6947923
2025-03-09,8.458901
2025-03-10,9.239345
2025-03-11,10.027071
2025-03-12,10.8267765
2025-03-13,11.636078
2025-03-14,12.453438
2025-03-15,13.277663
2025-03-16,14.107778
2025-03-17,14.942907
2025-03-18,15.782283
2025-03-19,16.625221
2025-03-20,17.471102
2025-03-21,18.319372
2025-03-22,19.169542
2025-03-23,20.021164
2025-03-24,20.873816
2025-03-25,21.727129
