Date,LSTM_Forecast
2025-02-24,0.7515035
2025-02-25,0.9034651
2025-02-26,1.169287
2025-02-27,1.518927
2025-02-28,1.932794
2025-03-01,2.3997626
2025-03-02,2.9144092
2025-03-03,3.4747133
2025-03-04,4.080543
2025-03-05,4.7327867
2025-03-06,5.43296
2025-03-07,6.1830535
2025-03-08,6.985504
2025-03-09,7.843203
2025-03-10,8.759523
2025-03-11,9.73415
2025-03-12,10.766381
2025-03-13,11.860577
2025-03-14,13.019867
2025-03-15,14.246951
2025-03-16,15.544528
2025-03-17,16.915453
2025-03-18,18.362827
2025-03-19,19.889935
2025-03-20,21.500278
2025-03-21,23.197542
2025-03-22,24.98557
2025-03-23,26.868351
2025-03-24,28.850027
2025-03-25,30.934803
