,predicted_mean
2025-02-24,-1.0000279929740769e-18
2025-02-25,-4.330835115320968e-18
2025-02-26,-5.322059585911934e-18
2025-02-27,-7.205005421611281e-18
2025-02-28,-8.556850217869821e-18
2025-03-01,-9.974194906143289e-18
2025-03-02,-1.1131329941898574e-17
2025-03-03,-1.223281150170225e-17
2025-03-04,-1.3202650808070449e-17
2025-03-05,-1.409254961038636e-17
2025-03-06,-1.4888765531462088e-17
2025-03-07,-1.5611419648956703e-17
2025-03-08,-1.626237619581246e-17
2025-03-09,-1.6851232719849367e-17
2025-03-10,-1.7382603796702317e-17
2025-03-11,-1.7862756422848153e-17
2025-03-12,-1.8296304300733737e-17
2025-03-13,-1.8687936009305238e-17
2025-03-14,-1.9041619445253532e-17
2025-03-15,-1.9361074055306673e-17
2025-03-16,-1.9649591211305503e-17
2025-03-17,-1.9910177855092805e-17
2025-03-18,-2.0145532372660188e-17
2025-03-19,-2.0358100699724223e-17
2025-03-20,-2.0550087523912348e-17
2025-03-21,-2.0723486313871407e-17
2025-03-22,-2.0880096393803354e-17
2025-03-23,-2.102154344948518e-17
2025-03-24,-2.114929547757134e-17
2025-03-25,-2.1264678488612105e-17
