Date,LSTM_Forecast
2025-02-24,102.2341
2025-02-25,116.62424
2025-02-26,141.0706
2025-02-27,172.72496
2025-02-28,209.79346
2025-03-01,251.21527
2025-03-02,296.40488
2025-03-03,345.06802
2025-03-04,397.08102
2025-03-05,452.41687
2025-03-06,511.1021
2025-03-07,573.1939
2025-03-08,638.7683
2025-03-09,707.91504
2025-03-10,780.734
2025-03-11,860.70917
2025-03-12,944.9041
2025-03-13,1033.9926
2025-03-14,1128.4923
2025-03-15,1228.8455
2025-03-16,1335.467
2025-03-17,1448.7748
2025-03-18,1569.2031
2025-03-19,1697.2098
2025-03-20,1833.283
2025-03-21,1977.9388
2025-03-22,2131.7244
2025-03-23,2295.216
2025-03-24,2469.0208
2025-03-25,2653.772
